,SUBSTÂNCIA
1247,CLORIDRATO DE PROTAMINA
1248,SULFATO DE NEOMICINA
1249,BROMETO DE PIRIDOSTIGMINA
1250,BACILLUS CEREUS
1251,IODO POVIDONA PVPI
1252,DIOSMINA
1253,FUROSEMIDA;CLORETO DE POTÁSSIO
1254,FOSFATO DISSÓDICO DE CITIDINA;ACETATO DE HIDROXOCOBALAMINA;TRIFOSFATO TRISSÓDICO DE URIDINA
1255,URIDINA-5'-TRIFOSFATO TRISSÓDICA;ACETATO DE HIDROXOCOBALAMINA;CITIDINA 5'-MONOFOSFATO DISSÓDICO
1256,FOSFATO DE CÁLCIO DIBÁSICO;NITRATO DE TIAMINA;ÁCIDO GAMAMINOBUTÍRICO;CLORIDRATO DE PIRIDOXINA;ÁCIDO GLUTÂMICO;CIANOCOBALAMINA
1257,NITRATO DE TIAMINA;ÁCIDO GAMAMINOBUTÍRICO;CLORIDRATO DE PIRIDOXINA;ÁCIDO GLUTÂMICO;CIANOCOBALAMINA
1258,GUAIACOL;TERPINA MONOIDRATADA;CÂNFORA (2-BORNANONA);MENTOL;EUCALIPTOL
1259,METENAMINA;CLORETO DE METILTIONÍNIO
1260,HICLATO DE DOXICICLINA
1261,ACETATO DE RACEALFATOCOFEROL;PALMITATO DE RETINOL;COLECALCIFEROL
1262,LOXOPROFENO SÓDICO
1263,CLORIDRATO DE PRASUGREL
1264,CLORIDRATO DE LURASIDONA
1265,EDOXABANA
1266,TOSILATO DE EDOXABANA MONOIDRATADO
1267,HIDROCLOROTIAZIDA;BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA
1268,TRASTUZUMABE DERUXTECANA
1269,MAYTENUS ILICIFOLIA MART.EX.REISS
1270,PEUMUS BOLDUS
1271,MAYTENUS ILICIFOLIA MART.EX.REISS;JATEORHIZA PALMATA (LAM.) MIERS
1272,MIKANIA GLOMERATA SPRENG.
1273,EXTRATO DE AESCULUS HIPPOCASTANUM (CASTANHA-DA-ÍNDIA)
1274,DICLORIDRATO DE ZUCLOPENTIXOL
1275,ZUCLOPENTIXOL
1276,BREXPIPRAZOL
1277,EPTINEZUMABE
1278,CLORIDRATO DE NAFAZOLINA;SULFATO DE ZINCO HEPTAIDRATADO
1279,ÓLEO DE EUCALIPTO;CÂNFORA (2-BORNANONA);MENTOL
1280,CÂNFORA (2-BORNANONA)
1281,DIPIRONA MONOIDRATADA;MUCATO DE ISOMETEPTENO;CAFEÍNA
1282,DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO
1283,ACIDO ACETILSALICILICO
1284,GLICINA
1285,ÁGUA PARA INJETÁVEIS QSP
1286,BOSENTANA
1287,TIABENDAZOL;NEOMICINA
1288,ÁCIDO ASCÓRBICO;ZINCO
1289,MALEATO DE METILERGOMETRINA
1290,OCITOCINA
1291,CLORETO DE SUXAMETÔNIO
1292,SUCCINATO DE DOXILAMINA;CLORIDRATO DE CLOBUTINOL
1293,GANCICLOVIR
1294,ACETAZOLAMIDA
1295,METILPREDNISOLONA
1296,NICOTINAMIDA;CLORIDRATO DE TIAMINA;CITRATO FÉRRICO AMONIACAL;CLORIDRATO DE CARNITINA;RIBOFLAVINA;MONOFOSFATO DE RIBOFLAVINA SÓDICA;FOSFATO DE CÁLCIO DIBÁSICO DI-HIDRATADO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORIDRATO DE PIRIDOXINA;ÁCIDO GLUTÂMICO;CIANOCOBALAMINA
1297,NICOTINAMIDA;CLORIDRATO DE BUCLIZINA;NITRATO DE TIAMINA;SULFATO FERROSO;CLORIDRATO DE CARNITINA;RIBOFLAVINA;FOSFATO DE CÁLCIO DIBÁSICO DI-HIDRATADO;CLORIDRATO DE PIRIDOXINA;ÁCIDO GLUTÂMICO;SULFATO DE MAGNÉSIO;CIANOCOBALAMINA
1298,PROPIONATO DE CÁLCIO;ÁCIDO UNDECILÊNICO;HEXILRESORCINOL;ÁCIDO PROPIÔNICO;UNDECILENATO DE ZINCO
1299,PROPIONATO DE CÁLCIO;ÁCIDO UNDECILÊNICO;HEXILRESORCINOL;UNDECILENATO DE ZINCO
1300,FRUTOSE;NICOTINAMIDA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA
1301,IODO;ÁCIDO SALICÍLICO
1302,CARISOPRODOL
1303,BISACODIL
1304,FOSFATO DISSÓDICO DE BETAMETASONA;ACETATO DE BETAMETASONA
1305,ACETATO DE MEDROXIPROGESTERONA
1306,LORATADINA;PSEUDOEFEDRINA
1307,ACETATO DE CIPROTERONA
1308,SULFADIAZINA
1309,ACETATO DE METILPREDNISOLONA
1310,CLORIDRATO DE ETILEFRINA
1311,DESLANOSÍDEO
1312,CLORIDRATO DE TIORIDAZINA
1313,CARBOXIMETILCELULOSE SÓDICA
1314,PROPILPARABENO
1315,FOSFATO DISSÓDICO DE DEXAMETASONA;CLORIDRATO DE TIAMINA;CLORIDRATO DE LIDOCAINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA
1316,CLORIDRATO DE TIAMINA;CLORIDRATO DE LIDOCAINA;FOSFATO DISSÓDICO DE BETAMETASONA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA
1317,SALICILATO DE METILA
1318,CLORIDRATO DE FENAZOPIRIDINA
1319,CITRATO DE COLINA
1320,CARVÃO VEGETAL ATIVADO
1321,VITAMINA E
1322,ASPARTATO DE ARGININA;ÁCIDO ASCÓRBICO
1323,METILSULFATO DE NEOSTIGMINA
1324,SACARATO DE HIDRÓXIDO FÉRRICO
1325,ACETILRACEMETIONINA;BETAÍNA;CITRATO DE COLINA
1326,RACEMETIONINA;CLORETO DE COLINA
1327,PARACETAMOL;FOSFATO DE CODEÍNA HEMI-HIDRATADO
1328,BENZENO;MENTOL
1329,SULFATO FERROSO
1330,ALOÍNA
1331,EPINEFRINA;BENZENO;MENTOL;BENZOCAÍNA
1332,CLORETO DE METILTIONÍNIO;ATROPA BELLADONNA;ALOÍNA;TEOBROMINA
1333,ÁCIDO VALPRÓICO;VALPROATO DE SÓDIO
1334,GLICAZIDA
1335,CLORIDRATO DE SIBUTRAMINA
1336,CLORIDRATO DE IVABRADINA
1337,BENZOATO DE BENZILA
1338,GLICOSE;CITRATO DE POTÁSSIO;CLORETO DE SÓDIO
1339,DICLORIDRATO DE HIDROXIZINA;CLORIDRATO DE HIDROXIZINA
1340,CAMBENDAZOL;MEBENDAZOL
1341,EMBONATO DE PIRVÍNIO
1342,ESTAZOLAM
1343,TEOFILINA
1344,ÁCIDO VALPRÓICO
1345,NICOTINATO DE BENZILA;HEPARINA SÓDICA SUÍNA
1346,"VACINA INFLUENZA TRIVALENTE (INATIVADA, SUBUNITÁRIA)"
1347,PANCREATINA
1348,GLICONATO DE ZINCO
1349,CLORIDRATO DE CIPROEPTADINA;COBAMAMIDA
1350,DIDROGESTERONA
1351,DIDROGESTERONA;ESTRADIOL HEMI-HIDRATADO
1352,BUMETANIDA
1353,MALEATO DE FLUVOXAMINA
1354,CLORIDRATO DE MEBEVERINA
1355,PERSEA AMERICANA MILL.;GLYCINE MAX (L.) MERR.
1356,"VACINA INFLUENZA TETRAVALENTE (INATIVADA, SUBUNITÁRIA)"
1357,VITAMINA D;COLECALCIFEROL
1358,FENOL;PROCAÍNA
1359,SULFATO FERROSO HEPTAIDRATADO
1360,NICOTINAMIDA;CLORIDRATO DE TIAMINA;PANTOTENATO DE CÁLCIO;CLORIDRATO DE PIRIDOXINA;FOSFATO SÓDICO DE RIBOFLAVINA
1361,NICOTINAMIDA;CLORIDRATO DE TIAMINA;PANTOTENATO DE CALCIO;FOSFATO SÓDICO DE RIBOFLAVINA
1362,MALEATO DE CLORFENIRAMINA;CAFEÍNA;DIPIRONA
1363,NICOTINAMIDA;CLORIDRATO DE TIAMINA;SULFATO DE MANGANÊS;ACETATO DE RETINOL;SULFATO FERROSO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;COLECALCIFEROL CRISTALIZADO;PANTOTENATO DE CALCIO;SULFATO DE MAGNÉSIO;CIANOCOBALAMINA
1364,DELTAMETRINA
1365,CÂNFORA (2-BORNANONA);SALICILATO DE METILA
1366,MONONITRATO DE TIAMINA;NICOTINAMIDA;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA
1367,CALCITRIOL
1368,LISINATO DE CETOPROFENO
1369,NICOTINAMIDA;CLORIDRATO DE LEVOCARNITINA;CLORIDRATO DE TIAMINA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;CLORIDRATO DE LEVOLISINA
1370,MESILATO DE DI-HIDROERGOTAMINA;DICLORIDRATO DE METOCLOPRAMIDA;PARACETAMOL;CAFEÍNA
1371,CARISOPRODOL;PARACETAMOL;CAFEÍNA
1372,ESTOLATO DE ERITROMICINA
1373,MESILATO DE DIIDROERGOCRISTINA
1374,TIMOMODULINA
1375,MESILATO DE DI-HIDROERGOTAMINA;CAFEÍNA;DIPIRONA
1376,NICOTINAMIDA;BETACAROTENO;ACETATO DE RETINOL;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;INOSITOL;FUMARATO FERROSO;SELENATO DE SÓDIO;ADENOSINA;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;ÁCIDO FÓLICO;BIOTINA
1377,FLUNARIZINA;MESILATO DE DIIDROERGOCRISTINA
1378,CLORIDRATO DE TIAMINA;CARISOPRODOL;DIPIRONA MONOIDRATADA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA
1379,CLORIDRATO DE TIAMINA;CARISOPRODOL;CLORIDRATO DE PIRIDOXINA;DIPIRONA;CIANOCOBALAMINA
1380,TRIPTORRELINA
1381,FAMOTIDINA
1382,ÓXIDO CÚPRICO;SELENATO DE SÓDIO;ACETATO DE RACEALFATOCOFEROL;BETACAROTENO;RIBOFLAVINA;ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO
1383,"NICOTINAMIDA;CLORETO DE CROMO;CIANOCOBALAMINA 0,1%;ÓXIDO DE MAGNÉSIO;ACETATO DE RETINOL;MISTURA DE IODETO DE POTÁSSIO;ESTEARATO DE MAGNÉSIO;RIBOFLAVINA;PANTOTENATO CALCICO;CLORIDRATO DE PIRIDOXINA;SULFATO DE MANGANÊS MONOIDRATADO;FUMARATO FERROSO;CARBONATO DE CÁLCIO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;BIOTINA;COLECALCIFEROL;ÁCIDO ASCÓRBICO 90%;ÓXIDO DE COBRE"
1384,"MONONITRATO DE TIAMINA;NICOTINAMIDA;CLORETO DE CROMO;CIANOCOBALAMINA 0,1%;ÓXIDO DE MAGNÉSIO;SULFATO DE MANGANÊS;ACETATO DE RETINOL;MISTURA DE IODETO DE POTÁSSIO;RIBOFLAVINA;PANTOTENATO CALCICO;CLORIDRATO DE PIRIDOXINA;FLUORETO DE SÓDIO;FUMARATO FERROSO;CARBONATO DE CÁLCIO;ACETATO DE RACEALFATOCOFEROL;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;BIOTINA;COLECALCIFEROL;ÁCIDO ASCÓRBICO 90%;ÓXIDO DE COBRE"
1385,GLYCINE MAX (L.) MERR.
1386,OMEPRAZOL;AMOXICILINA;CLARITROMICINA
1387,FOSFATO DISSÓDICO DE DEXAMETASONA;ACETATO DE DEXAMETASONA
1388,FOSFATO DISSÓDICO DE DEXAMETASONA;SULFATO DE NEOMICINA;CLORIDRATO DE FENILEFRINA
1389,CLORIDRATO DE NAFAZOLINA;FOSFATO DISSÓDICO DE DEXAMETASONA;SULFATO DE NEOMICINA
1390,CLORIDRATO DE ISOTIPENDIL
1391,CORDIA VERBENACEA DC.
1392,GUAIFENESINA
1393,GUAIACOL;CÂNFORA (2-BORNANONA);MENTOL;EUCALIPTOL
1394,HUMULUS LUPULUS L.;VALERIANA OFFICINALIS L.
1395,MESILATO DE GEMIFLOXACINO
1396,CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO;DIMETICONA;PEPSINA
1397,DIMETICONA;CLORIDRATO DE METOCLOPRAMIDA;PEPSINA
1398,NICOTINAMIDA;NITRATO DE TIAMINA;FERROCARBONILA;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;CIANOCOBALAMINA
1399,NICOTINAMIDA;GLICINATO FÉRRICO;RIBOFLAVINA;DEXPANTENOL;CIANOCOBALAMINA;TIAMINA
1400,NICOTINAMIDA;GLICINATO FÉRRICO;NITRATO DE TIAMINA;RIBOFLAVINA;DEXPANTENOL;CIANOCOBALAMINA
1401,FERROCARBONILA
1402,NICOTINAMIDA;CLORIDRATO DE LEVOCARNITINA;NITRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO SÓDICO DE RIBOFLAVINA;CLORIDRATO DE LEVOLISINA
1403,SULFATO DE GENTAMICINA;DESONIDA
1404,CURCUMA LONGA L.
1405,CLORIDRATO DE LISINA
1406,RACECADOTRILA
1407,BIOTINA
1408,PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;PANTOPRAZOL MAGNÉSICO DI-HIDRATADO
1409,LOXOPROFENO SÓDICO DIIDRATADO
1410,ALFAEPOETINA
1411,DICLORIDRATO DE MECLOZINA MONOIDRATADO
1412,PIRACETAM
1413,DICLORIDRATO DE BETAISTINA
1414,FUMARATO DE FORMOTEROL DIIDRATADO;BUDESONIDA
1415,FUMARATO DE RUPATADINA
1416,ALPROSTADIL ALFACICLODEXTRINA
1417,MALEATO DE ENALAPRIL;BESILATO DE ANLODIPINO
1418,HEMITARTARATO DE RIVASTIGMINA
1419,MALEATO DE TIMOLOL
1420,CLORIDRATO DE TETRACAÍNA;ISETIONATO DE HEXAMIDINA
1421,SULFATO DE BLEOMICINA
1422,MESILATO DE CODERGOCRINA
1423,FLUTRIMAZOL
1424,PARACETAMOL;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA
1425,BISSULFATO DE CLOPIDOGREL;ÁCIDO ACETILSALICÍLICO
1426,TOLCAPONA
1427,CLORDIAZEPÓXIDO;CLORIDRATO DE AMITRIPTILINA
1428,ÁCIDO GLICÓLICO;HIDROQUINONA
1429,CLORIDRATO DE DIFENIDRAMINA;CÂNFORA (2-BORNANONA);CALAMINA
1430,PICOSSULFATO DE SÓDIO
1431,TARTARATO DE BISMUTO E SÓDIO;CLORIDRATO DE PROCAÍNA;SULFATO DE NEOMICINA
1432,CLOTRIMAZOL;ACETATO DE DEXAMETASONA
1433,ÁCIDO AZELAICO
1434,ETINILESTRADIOL
1435,ORLISTATE
1436,PANTOPRAZOL SÓDICO
1437,NAPROXENO SÓDICO
1438,MALEATO DE TIMOLOL;BIMATOPROSTA
1439,TRAVOPROSTA;MALEATO DE TIMOLOL
1440,ESCINA;SALICILATO DE DIETILAMÔNIO
1441,POLICRESULENO
1442,POLICRESULENO A 36%
1443,CLORIDRATO DE LIDOCAINA;POLIDOCANOL
1444,LIDOCAÍNA;POLIDOCANOL
1445,POLICRESULENO;CLORIDRATO DE CINCHOCAÍNA
1446,MAGALDRATO;DIMETICONA
1447,TROXERRUTINA;CUMARINA
1448,HEPARINA SUÍNA;CUMARINA
1449,CITRATO DE SÓDIO;CLORETO DE POTÁSSIO;GLICOSE;CLORETO DE SÓDIO
1450,CICLESONIDA
1451,FRUTOSE;DIMENIDRINATO;CLORIDRATO DE PIRIDOXINA;GLICOSE
1452,ACETATO DE RETINOL;COLECALCIFEROL
1453,TROMBINA;FIBRINOGÊNIO
1454,DEXLANSOPRAZOL
1455,CARBOXIMALTOSE FERRICA
1456,BENZOATO DE ALOGLIPTINA
1457,AZILSARTANA MEDOXOMILA POTÁSSICA
1458,CLORTALIDONA;AZILSARTANA MEDOXOMILA POTÁSSICA
1459,BRENTUXIMABE VEDOTINA
1460,MIFAMURTIDA
1461,VEDOLIZUMABE
1462,BENZOATO DE ALOGLIPTINA;CLORIDRATO DE METFORMINA
1463,BENZOATO DE ALOGLIPTINA;CLORIDRATO DE PIOGLITAZONA
1464,MAGALDRATO
1465,CITRATO DE IXAZOMIBE
1466,CITRATO DE SÓDIO DI-HIDRATADO;GLICOSE;CITRATO DE POTÁSSIO;CLORETO DE SÓDIO
1467,LUBIPROSTONA
1468,BRIGATINIBE
1469,FUMARATO DE VONOPRAZANA
1470,ALFAGALSIDASE
1471,GAMANONACOGUE
1472,ALFAVELAGLICERASE
1473,ALFAOCTOCOGUE
1474,LANADELUMABE
1475,FATOR II DE COAGULAÇÃO;FATOR IX DE COAGULAÇÃO;FATOR X DE COAGULAÇÃO ;FATOR VII DE COAGULAÇÃO
1476,TEDUGLUTIDA
1477,ALFARURIOCTOCOGUE PEGOL
1478,COMPLEXO PROTROMBÍNICO PARCIALMENTE ATIVADO
1479,IDURSULFASE
1480,DIMESILATO DE LISDEXANFETAMINA
1481,ACETATO DE ICATIBANTO
1482,CALCITONINA SINTÉTICA DE SALMÃO
1483,CLORIDRATO DE EPIRRUBICINA
1484,ACETATO DE DESMOPRESSINA
1485,PEMETREXEDE DISSÓDICO HEPTAIDRATADO
1486,ACIDO LÁCTICO;ÁCIDO SALICÍLICO
1487,ERITROMICINA
1488,COALTAR
1489,SORBITOL
1490,NICOTINAMIDA;PALMITATO DE RETINOL;DEXPANTENOL;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;DEXTROALFATOCOFEROL;COCARBOXILASE;ÁCIDO FÓLICO;RIBOFLAVINA FOSFATO DE SÓDIO;BIOTINA;COLECALCIFEROL
1491,FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;ORNITINA;SERINA;HISTIDINA;TREONINA;ÁCIDO GLUTÂMICO;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;TAURINA;ALANINA;ÁCIDO ASPÁRTICO;CISTEÍNA;ARGININA;LISINA
1492,ACETATO DE SÓDIO TRIIDRATADO;GLICONATO DE SÓDIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO;CLORETO DE MAGNÉSIO
1493,DESFLURANO
1494,CICLOFOSFAMIDA MONOIDRATADA
1495,GELATINA;TROMBINA
1496,FENILALANINA;TRIPTOFANO;HISTIDINA;TREONINA;TIROSINA;GLICEROFOSFATO DE SÓDIO;ISOLEUCINA;LEVOMETIONINA;ÁCIDO ASPÁRTICO;ÓLEO DE SOJA;PROLINA;CLORETO DE CÁLCIO DIIDRATADO;LEVOVALINA;SERINA;CLORETO DE MAGNÉSIO HEXAIDRATADO;ÁCIDO GLUTÂMICO;GLICOSE MONOIDRATADA;ACETATO DE SÓDIO TRIIDRATADO;LEUCINA;GLICINA;ALANINA;ACETATO DE LISINA;CLORETO DE POTÁSSIO;ARGININA
1497,FENILALAMINA;PROLINA;TRIPTOFANO;CLORETO DE CÁLCIO DIIDRATADO;LEVOVALINA;HISTIDINA;TIROSINA;LEUCINA;GLICINA;GLICEROFOSFATO DE SÓDIO;LEVOMETIONINA;ÓLEO DE OLIVA;ÁCIDO ASPÁRTICO;GLICOSE MONOHIDRATADA;ARGININA
1498,FENILALAMINA;TRIPTOFANO;CLORETO DE CÁLCIO DIIDRATADO;LEVOVALINA;HISTIDINA;TIROSINA;LEUCINA;GLICINA;GLICEROFOSFATO DE SÓDIO;LEVOMETIONINA;ÓLEO DE OLIVA;ÁCIDO ASPÁRTICO;GLICOSE MONOHIDRATADA;ARGININA
1499,FENILALAMINA;PROLINA;TRIPTOFANO;CLORETO DE CÁLCIO DIIDRATADO;LEVOVALINA;HISTIDINA;CLORETO DE MAGNÉSIO HEXAIDRATADO;ÁCIDO GLUTÂMICO;TIROSINA;ACETATO DE SÓDIO TRIHIDRATADO;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;ÓLEO DE OLIVA;ALANINA;CLORETO DE POTÁSSIO;ARGININA
1500,FENILALAMINA;PROLINA;TRIPTOFANO;LEVOVALINA;CLORETO DE CÁLCIO DI-HIDRATADO;HISTIDINA;CLORETO DE MAGNÉSIO HEXAIDRATADO;TREONINA;GLICOSE MONOIDRATADA;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;ÓLEO DE OLIVA;ÁCIDO ASPÁRTICO;ACETATO DE LISINA;ACETATO DE SÓDIO TRI-HIDRATADO
1501,APROTININA;TROMBINA;FIBRINOGÊNIO
1502,FENILALANINA;TRIPTOFANO;HISTIDINA;ACETATO DE POTÁSSIO;TREONINA;TIROSINA;GLICEROFOSFATO DE SÓDIO;ISOLEUCINA;LEVOMETIONINA;ÓLEO DE OLIVA;ÁCIDO ASPÁRTICO;ÓLEO DE SOJA;CISTEÍNA;LISINA;PROLINA;CLORETO DE CÁLCIO DIIDRATADO;LEVOVALINA;SERINA;ÁCIDO GLUTÂMICO;GLICOSE MONOIDRATADA;ACETATO DE MAGNÉSIO TETRAIDRATADO;CLORIDRATO DE ORNITINA;LEUCINA;GLICINA;TAURINA;ALANINA;ARGININA
1503,CLORIDRATO DE LIDOCAINA;CLORETO DE BENZETÔNIO
1504,CLORETO DE CETILPIRIDÍNIO;BENZOCAÍNA
1505,SALIX ALBA L.
1506,SENNA ALEXANDRINA MILL.
1507,LAURILSULFATO DE SÓDIO;SORBITOL
1508,CLORETO DE BENZALCÔNIO;ÓXIDO DE ZINCO;CÂNFORA (2-BORNANONA)
1509,PALMITATO DE RETINOL;COLECALCIFEROL
1510,METILDOPA SESQUIIDRATADO
1511,TIABENDAZOL;SULFATO DE NEOMICINA
1512,IODO;ÁCIDO BENZÓICO;ÁCIDO SALICÍLICO
1513,NITROFURAL
1514,NITROFURAZONA
1515,NICOTINAMIDA;CLORIDRATO DE TIAMINA;DEXPANTENOL;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO SÓDICO DE RIBOFLAVINA
1516,NICOTINAMIDA;CLORIDRATO DE TIAMINA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA
1517,SULFETO DE SELÊNIO
1518,ASPARTATO DE MAGNÉSIO;CLORIDRATO DE TIAMINA;ASPARTATO DE POTÁSSIO;ACETATO DE TOCOFEROL;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA
1519,CLORIDRATO DE PIRIDOXINA
1520,ÁCIDO NALIDÍXICO
1521,VITAMINA B1;NICOTINAMIDA;VITAMINA B2;VITAMINA B6;PANTOTENATO DE CÁLCIO
1522,TIOCONAZOL
1523,CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO;CLORIDRATO DE ISOMETEPTENO;DIPIRONA
1524,NICOTINAMIDA;SULFATO DE ZINCO;SULFATO CÚPRICO;CLORIDRATO DE TIAMINA;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA
1525,CLORETO DE CETILPIRIDÍNIO
1526,ÁCIDO SALICÍLICO;ÓXIDO DE ZINCO;ENXOFRE;ÁCIDO BÓRICO
1527,IMUNOGLOBULINA HUMANA ANTI-HEPATITE B
1528,DIMETICONA;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO
1529,EXTRATO SECO DE PASSIFLORA
1530,SOFOSBUVIR
1531,LEDIPASVIR;SOFOSBUVIR
1532,SOFOSBUVIR;VELPATASVIR
1533,ENTRICITABINA;FUMARATO DE TENOFOVIR DESOPROXILA
1534,HEMIFUMARATO DE TENOFOVIR ALAFENAMIDA
1535,HEMIFUMARATO DE TENOFOVIR ALAFENAMIDA;ENTRICITABINA
1536,HEMIFUMARATO DE TENOFOVIR ALAFENAMIDA;ENTRICITABINA;BICTEGRAVIR SÓDICO
1537,HEMIFUMARATO DE TENOFOVIR ALAFENAMIDA;ELVITEGRAVIR;ENTRICITABINA;COBICISTATE
1538,SOFOSBUVIR;VELPATASVIR;VOXILAPREVIR
1539,RENDESIVIR
1540,BACITRACINA ZÍNCICA
1541,OPERCULINA ALATA (HAM.) URB.
1542,ATROPA BELLADONNA
1543,CINCHONA CALISAYA WEDD.
1544,HIDROXOCOBALAMINA
1545,ESCINA;POLISSULFATO DE ESCINA SÓDICA;SALICILATO DE DIETILAMÔNIO
1546,LEVONORGESTREL MICRONIZADO;ETINILESTRADIOL
1547,NORETISTERONA
1548,BETACIPIONATO DE ESTRADIOL;ACETATO DE MEDROXIPROGESTERONA
1549,CASSIA SENNA L.
1550,ALANTOÍNA;HEPARINA SÓDICA SUÍNA
1551,CLORIDRATO DE BENAZEPRIL;BESILATO DE ANLODIPINO
1552,FLURANDRENOLIDA;SULFATO DE NEOMICINA
1553,CLIOQUINOL;FLURANDRENOLIDA
1554,FLURANDRENOLIDA
1555,ASPARTATO DE ORNITINA
1556,MATRICARIA RECUTITA L.
1557,VASOPRESSINA SINTETICA
1558,METIMAZOL
1559,ÁCIDO PARAMINOBENZÓICO;PANTOTENATO DE CÁLCIO;CISTINA;QUERATINA;LEVEDURA;TIAMINA
1560,ÁCIDO PARAMINOBENZÓICO;NITRATO DE TIAMINA;PANTOTENATO DE CÁLCIO;CISTINA;QUERATINA;LEVEDURA
1561,NITRATO DE TIAMINA;ÁCIDO AMINOBENZÓICO;PANTOTENATO DE CÁLCIO;CISTINA;QUERATINA;LEVEDURA
1562,ACETATO DE TOCOFEROL;ÁCIDO FÓLICO
1563,ACETATO DE DEXTROALFATOCOFEROL;ÁCIDO FÓLICO
1564,LORNOXICAM
1565,ACETATO DE RACEALFATOCOFEROL;ÁCIDO FÓLICO
1566,HIDROSMINA
1567,RANOLAZINA
1568,PERÓXIDO DE BENZOÍLA;ENXOFRE
1569,MALEATO DE TEGASERODE
1570,BUDESONIDA MICRONIZADA
1571,LEVOSIMENDANA
1572,RIFAXIMINA
1573,GLICINATO DE ZINCO
1574,CLORIDRATO DE BENAZEPRIL
1575,VACCINIUM MACROCARPON AITON
1576,CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA
1577,ADAPALENO;FOSFATO DE CLINDAMICINA
1578,PROPIONATO DE HALOBETASOL
1579,ACITRETINA
1580,SULFATO DE SALBUTAMOL MICRONIZADO
1581,TIMOL;CÂNFORA (2-BORNANONA);MENTOL;SALICILATO DE METILA
1582,ACETATO DE TOCOFEROL;CÂNFORA (2-BORNANONA);MENTOL
1583,LEVOMENTOL;SALICILATO DE METILA
1584,LEVOMENTOL;SALICILATO DE METILA;CÂNFORA
1585,VACINA CONTRA SARAMPO
1586,VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA) E MENINGOCÓCICA C (CONJUGADA)
1587,RIFAMPICINA;ISONIAZIDA
1588,POLIOVÍRUS TIPO 3;POLIOVÍRUS TIPO 1
1589,CLORETO DE CÁLCIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO
1590,FOSFATO DE POTÁSSIO DIBÁSICO
1591,ÓXIDO CÚPRICO;NICOTINAMIDA;SULFATO DE ZINCO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;PANTOTENATO DE CÁLCIO;ACETATO DE TOCOFEROL;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;ÁCIDO ASCÓRBICO
1592,TALIDOMIDA
1593,ATENOLOL;NIFEDIPINO
1594,HIDROXIURÉIA
1595,CINARIZINA
1596,PIMOZIDA
1597,FENTANILA
1598,CLORIDRATO DE LEVAMISOL
